name,class,since,until
CURLOPT_PROXY_TLSAUTH_TYPE,,7.3,
CURLOPT_PROXY_TLSAUTH_USERNAME,,7.3,
CURLOPT_REQUEST_TARGET,,7.3,
CURLOPT_SOCKS5_AUTH,,7.3,
CURLOPT_SSH_COMPRESSION,,7.3,
CURLOPT_SUPPRESS_CONNECT_HEADERS,,7.3,
CURLOPT_TIMEVALUE_LARGE,,7.3,
CURLOPT_TLS13_CIPHERS,,7.3,
CURLPROXY_HTTPS,,7.3,
CURLSSH_AUTH_GSSAPI,,7.3,
CURL_SSLVERSION_MAX_DEFAULT,,7.3,
CURL_SSLVERSION_MAX_NONE,,7.3,
CURL_SSLVERSION_MAX_TLSv1_0,,7.3,
CURL_SSLVERSION_MAX_TLSv1_1,,7.3,
CURL_SSLVERSION_MAX_TLSv1_2,,7.3,
CURL_SSLVERSION_MAX_TLSv1_3,,7.3,
CURL_SSLVERSION_TLSv1_3,,7.3,
CURL_VERSION_ALTSVC,,7.3,
CURL_VERSION_ASYNCHDNS,,7.3,
CURL_VERSION_BROTLI,,7.3,
CURL_VERSION_CONV,,7.3,
CURL_VERSION_CURLDEBUG,,7.3,
CURL_VERSION_DEBUG,,7.3,
CURL_VERSION_GSSAPI,,7.3,
CURL_VERSION_GSSNEGOTIATE,,7.3,
CURL_VERSION_HTTPS_PROXY,,7.3,
CURL_VERSION_IDN,,7.3,
CURL_VERSION_LARGEFILE,,7.3,
CURL_VERSION_MULTI_SSL,,7.3,
CURL_VERSION_NTLM,,7.3,
CURL_VERSION_NTLM_WB,,7.3,
CURL_VERSION_PSL,,7.3,
CURL_VERSION_SPNEGO,,7.3,
CURL_VERSION_SSPI,,7.3,
CURL_VERSION_TLSAUTH_SRP,,7.3,
FILTER_SANITIZE_ADD_SLASHES,,7.3,
JSON_THROW_ON_ERROR,,7.3,
LDAP_CONTROL_ASSERT,,7.3,
LDAP_CONTROL_MANAGEDSAIT,,7.3,
LDAP_CONTROL_PROXY_AUTHZ,,7.3,
LDAP_CONTROL_SUBENTRIES,,7.3,
LDAP_CONTROL_VALUESRETURNFILTER,,7.3,
LDAP_CONTROL_PRE_READ,,7.3,
LDAP_CONTROL_POST_READ,,7.3,
LDAP_CONTROL_SORTREQUEST,,7.3,
LDAP_CONTROL_SORTRESPONSE,,7.3,
LDAP_CONTROL_PAGEDRESULTS,,7.3,
LDAP_CONTROL_AUTHZID_REQUEST,,7.3,
LDAP_CONTROL_AUTHZID_RESPONSE,,7.3,
LDAP_CONTROL_SYNC,,7.3,
LDAP_CONTROL_SYNC_STATE,,7.3,
LDAP_CONTROL_SYNC_DONE,,7.3,
LDAP_CONTROL_DONTUSECOPY,,7.3,
LDAP_CONTROL_PASSWORDPOLICYREQUEST,,7.3,
LDAP_CONTROL_PASSWORDPOLICYRESPONSE,,7.3,
LDAP_CONTROL_X_INCREMENTAL_VALUES,,7.3,
LDAP_CONTROL_X_DOMAIN_SCOPE,,7.3,
LDAP_CONTROL_X_PERMISSIVE_MODIFY,,7.3,
LDAP_CONTROL_X_SEARCH_OPTIONS,,7.3,
LDAP_CONTROL_X_TREE_DELETE,,7.3,
LDAP_CONTROL_X_EXTENDED_DN,,7.3,
LDAP_CONTROL_VLVREQUEST,,7.3,
LDAP_CONTROL_VLVRESPONSE,,7.3,
MB_CASE_FOLD,,7.3,
MB_CASE_LOWER_SIMPLE,,7.3,
MB_CASE_UPPER_SIMPLE,,7.3,
MB_CASE_TITLE_SIMPLE,,7.3,
MB_CASE_FOLD_SIMPLE,,7.3,
STREAM_CRYPTO_PROTO_SSLv3,,7.3,
STREAM_CRYPTO_PROTO_TLSv1_0,,7.3,
STREAM_CRYPTO_PROTO_TLSv1_1,,7.3,
STREAM_CRYPTO_PROTO_TLSv1_2,,7.3,
PGSQL_DIAG_SCHEMA_NAME,,7.3,
PGSQL_DIAG_TABLE_NAME,,7.3,
PGSQL_DIAG_COLUMN_NAME,,7.3,
PGSQL_DIAG_DATATYPE_NAME,,7.3,
PGSQL_DIAG_CONSTRAINT_NAME,,7.3,
PGSQL_DIAG_SEVERITY_NONLOCALIZED,,7.3,
PHPDBG_FILE,,,7.2
PHPDBG_METHOD,,,7.2
PHPDBG_LINENO,,,7.2
PHPDBG_FUNC,,,7.2
FORM_KC_CF,Normalizer,7.3,
DBLIB_ATTR_SKIP_EMPTY_ROWSETS,PDO,7.3,
DBLIB_ATTR_TDS_VERSION,PDO,7.3,
SQLITE_ATTR_OPEN_FLAGS,PDO,7.3,
SQLITE_OPEN_READONLY,PDO,7.3,
PHP_WINDOWS_EVENT_CTRL_C,,7.4,
PHP_WINDOWS_EVENT_CTRL_BREAK,,7.4,
MB_ONIGURUMA_VERSION,,7.4,
SO_LABEL,,7.4,
SO_PEERLABEL,,7.4,
SO_LISTENQLIMIT,,7.4,
SO_LISTENQLEN,,7.4,
SO_USER_COOKIE,,7.4,
TIDY_TAG_ARTICLE,,7.4,
TIDY_TAG_ASIDE,,7.4,
TIDY_TAG_AUDIO,,7.4,
TIDY_TAG_BDI,,7.4,
TIDY_TAG_CANVAS,,7.4,
TIDY_TAG_COMMAND,,7.4,
TIDY_TAG_DATALIST,,7.4,
TIDY_TAG_DETAILS,,7.4,
TIDY_TAG_DIALOG,,7.4,
TIDY_TAG_FIGCAPTION,,7.4,
TIDY_TAG_FIGURE,,7.4,
TIDY_TAG_FOOTER,,7.4,
TIDY_TAG_HEADER,,7.4,
TIDY_TAG_HGROUP,,7.4,
TIDY_TAG_MAIN,,7.4,
TIDY_TAG_MARK,,7.4,
TIDY_TAG_MENUITEM,,7.4,
TIDY_TAG_METER,,7.4,
TIDY_TAG_NAV,,7.4,
TIDY_TAG_OUTPUT,,7.4,
TIDY_TAG_PROGRESS,,7.4,
TIDY_TAG_SECTION,,7.4,
TIDY_TAG_SOURCE,,7.4,
TIDY_TAG_SUMMARY,,7.4,
TIDY_TAG_TEMPLATE,,7.4,
TIDY_TAG_TIME,,7.4,
TIDY_TAG_TRACK,,7.4,
TIDY_TAG_VIDEO,,7.4,
IMG_FILTER_SCATTER,,7.4,
SQLITE_ATTR_READONLY_STATEMENT,PDO,7.4,
SQLITE_ATTR_EXTENDED_RESULT_CODES,PDO,7.4,
CURLPIPE_HTTP1,,,7.3
T_BAD_CHARACTER,,7.4,
IBASE_DEFAULT,,,7.3
IBASE_READ,,,7.3
IBASE_WRITE,,,7.3
IBASE_CONSISTENCY,,,7.3
IBASE_CONCURRENCY,,,7.3
IBASE_COMMITTED,,,7.3
IBASE_WAIT,,,7.3
IBASE_NOWAIT,,,7.3
IBASE_FETCH_BLOBS,,,7.3
IBASE_FETCH_ARRAYS,,,7.3
IBASE_UNIXTIME,,,7.3
IBASE_BKP_IGNORE_CHECKSUMS,,,7.3
IBASE_BKP_IGNORE_LIMBO,,,7.3
IBASE_BKP_METADATA_ONLY,,,7.3
IBASE_BKP_NO_GARBAGE_COLLECT,,,7.3
IBASE_BKP_OLD_DESCRIPTIONS,,,7.3
IBASE_BKP_NON_TRANSPORTABLE,,,7.3
IBASE_BKP_CONVERT,,,7.3
IBASE_RES_DEACTIVATE_IDX,,,7.3
IBASE_RES_NO_SHADOW,,,7.3
IBASE_RES_NO_VALIDITY,,,7.3
IBASE_RES_ONE_AT_A_TIME,,,7.3
IBASE_RES_REPLACE,,,7.3
IBASE_RES_CREATE,,,7.3
IBASE_RES_USE_ALL_SPACE,,,7.3
IBASE_PRP_PAGE_BUFFERS,,,7.3
IBASE_PRP_SWEEP_INTERVAL,,,7.3
IBASE_PRP_SHUTDOWN_DB,,,7.3
IBASE_PRP_DENY_NEW_TRANSACTIONS,,,7.3
IBASE_PRP_DENY_NEW_ATTACHMENTS,,,7.3
IBASE_PRP_RESERVE_SPACE,,,7.3
IBASE_PRP_RES_USE_FULL,,,7.3
IBASE_PRP_RES,,,7.3
IBASE_PRP_WRITE_MODE,,,7.3
IBASE_PRP_WM_ASYNC,,,7.3
IBASE_PRP_WM_SYNC,,,7.3
IBASE_PRP_ACCESS_MODE,,,7.3
IBASE_PRP_AM_READONLY,,,7.3
IBASE_PRP_AM_READWRITE,,,7.3
IBASE_PRP_SET_SQL_DIALECT,,,7.3
IBASE_PRP_ACTIVATE,,,7.3
IBASE_PRP_DB_ONLINE,,,7.3
IBASE_RPR_CHECK_DB,,,7.3
IBASE_RPR_IGNORE_CHECKSUM,,,7.3
IBASE_RPR_KILL_SHADOWS,,,7.3
IBASE_RPR_MEND_DB,,,7.3
IBASE_RPR_VALIDATE_DB,,,7.3
IBASE_RPR_FULL,,,7.3
IBASE_RPR_SWEEP_DB,,,7.3
IBASE_STS_DATA_PAGES,,,7.3
IBASE_STS_DB_LOG,,,7.3
IBASE_STS_HDR_PAGES,,,7.3
IBASE_STS_IDX_PAGES,,,7.3
IBASE_STS_SYS_RELATIONS,,,7.3
IBASE_SVC_SERVER_VERSION,,,7.3
IBASE_SVC_IMPLEMENTATION,,,7.3
IBASE_SVC_GET_ENV,,,7.3
IBASE_SVC_GET_ENV_LOCK,,,7.3
IBASE_SVC_GET_ENV_MSG,,,7.3
IBASE_SVC_USER_DBPATH,,,7.3
IBASE_SVC_SVR_DB_INFO,,,7.3
IBASE_SVC_GET_USERS,,,7.3
FILTER_VALIDATE_BOOL,,8.0,
LIBENCHANT_VERSION,,8.0,
